区域号	区域类型	X坐标	Y坐标	Z坐标	线段类型	圆心X	圆心Y	圆心Z	节点	节点X坐标	节点Y坐标	节点Z坐标	楼层
0	0	124549	70875	10400	1	0	0	0	0	0	0	0	0
0	0	129560	72886	9400	3	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
B003	1	97900	72800	10400	1	0	0	0	0	0	0	0	3
0	0	97900	66300	10400	1	0	0	0	0	0	0	0	0
0	0	101963	67312	10400	1	0	0	0	0	0	0	0	0
0	0	112872	70534	10400	1	0	0	0	0	0	0	0	0
0	0	115448	71361	10400	1	0	0	0	0	0	0	0	0
0	0	123608	74326	10400	1	0	0	0	0	0	0	0	0
0	0	123257	74181	10400	1	0	0	0	0	0	0	0	0
0	0	128251	76239	9400	3	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
B004	1	97900	112000	10400	1	0	0	0	0	0	0	0	3
0	0	114282	112000	9400	1	0	0	0	0	0	0	0	0
0	0	115153	109772	9400	3	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
B005	1	88600	117600	10400	1	0	0	0	0	0	0	0	3
0	0	97900	117600	10400	1	0	0	0	0	0	0	0	0
0	0	97900	115000	10400	1	0	0	0	0	0	0	0	0
0	0	113843	115000	9400	1	0	0	0	0	0	0	0	0
0	0	113843	117578	9400	1	0	0	0	0	0	0	0	0
0	0	119825	117600	9400	3	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
A001	1	141794	55584	9400	1	0	0	0	0	0	0	0	3
0	0	143859	56076	9400	3	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
A002	1	143637	70654	9400	1	0	0	0	0	0	0	0	3
0	0	140363	79037	9400	3	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
B006	1	91300	50400	10400	1	0	0	0	0	0	0	0	3
0	0	91300	48444	10400	3	0	0	0	0	0	0	0	0
0	0	91300	46044	10400	1	0	0	0	0	0	0	0	0
0	0	91300	44028	10400	3	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
B007	1	88600	61600	10400	1	0	0	0	0	0	0	0	3
0	0	89050	61600	10400	3	0	0	0	0	0	0	0	0
0	0	90850	61600	10400	1	0	0	0	0	0	0	0	0
0	0	91300	61600	10400	3	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
E001	1	73950	61500	10400	1	0	0	0	0	0	0	0	3
0	0	73950	59300	10400	1	0	0	0	0	0	0	0	0
0	0	71650	59300	10400	1	0	0	0	0	0	0	0	0
0	0	71650	61500	10400	1	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
E002	1	71650	61500	10400	1	0	0	0	0	0	0	0	3
0	0	73950	59300	10400	3	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
E003	1	73950	61500	10400	1	0	0	0	0	0	0	0	3
0	0	71650	59300	10400	3	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
E004	1	71450	61500	10400	1	0	0	0	0	0	0	0	3
0	0	71450	59300	10400	1	0	0	0	0	0	0	0	0
0	0	69150	59300	10400	1	0	0	0	0	0	0	0	0
0	0	69150	61500	10400	1	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
E005	1	69150	61500	10400	1	0	0	0	0	0	0	0	3
0	0	71450	59300	10400	3	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
E006	1	69150	59300	10400	1	0	0	0	0	0	0	0	3
0	0	71450	61500	10400	3	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
E3B2	1	71550	61600	10400	1	0	0	0	E3B2D1	70350	61600	10400	3
0	0	71550	59200	10400	1	0	0	0	0	0	0	0	0
0	0	69050	59200	10400	1	0	0	0	0	0	0	0	0
0	0	69050	61600	10400	3	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
E3B1	1	74050	61600	10400	1	0	0	0	E3B1D1	72800	61600	10400	3
0	0	74050	59200	10400	1	0	0	0	0	0	0	0	0
0	0	71550	59200	10400	1	0	0	0	0	0	0	0	0
0	0	71550	61600	10400	3	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
A301	1	125300	117600	9400	1	0	0	0	A301D1	121532	113230	9400	3
0	0	126610	114247	9400	1	0	0	0	0	0	0	0	0
0	0	121859	112391	9400	1	0	0	0	0	0	0	0	0
0	0	121714	112764	9400	3	0	0	0	0	0	0	0	0
0	0	121350	113195	9400	1	0	0	0	0	0	0	0	0
0	0	119825	117600	9400	1	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
A303	1	126610	114247	9400	1	0	0	0	A303D1	122842	109876	9400	3
0	0	127920	110893	9400	1	0	0	0	0	0	0	0	0
0	0	123169	109038	9400	1	0	0	0	0	0	0	0	0
0	0	123024	109411	9400	3	0	0	0	0	0	0	0	0
0	0	122660	110324	9400	1	0	0	0	0	0	0	0	0
0	0	121859	112391	9400	1	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
A305	1	127920	110893	9400	1	0	0	0	A305D1	123497	108200	9400	3
0	0	129229	107540	9400	1	0	0	0	0	0	0	0	0
0	0	124479	105685	9400	1	0	0	0	0	0	0	0	0
0	0	123678	107734	9400	3	0	0	0	0	0	0	0	0
0	0	123315	108665	9400	1	0	0	0	0	0	0	0	0
0	0	123169	109038	9400	1	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
A307	1	129229	107540	9400	1	0	0	0	A307D1	125461	103170	9400	3
0	0	130539	104187	9400	1	0	0	0	0	0	0	0	0
0	0	125789	102331	9400	1	0	0	0	0	0	0	0	0
0	0	125643	102704	9400	3	0	0	0	0	0	0	0	0
0	0	125279	103635	9400	1	0	0	0	0	0	0	0	0
0	0	124479	105685	9400	1	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
A309	1	130539	104187	9400	1	0	0	0	A309D1	126116	101493	9400	3
0	0	131849	100834	9400	1	0	0	0	0	0	0	0	0
0	0	127098	98978	9400	1	0	0	0	0	0	0	0	0
0	0	126298	101027	9400	3	0	0	0	0	0	0	0	0
0	0	125934	101959	9400	1	0	0	0	0	0	0	0	0
0	0	125789	102331	9400	1	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
A311	1	131849	100834	9400	1	0	0	0	A311D1	127426	98140	9400	3
0	0	133159	97480	9400	1	0	0	0	0	0	0	0	0
0	0	128408	95625	9400	1	0	0	0	0	0	0	0	0
0	0	127608	97674	9400	3	0	0	0	0	0	0	0	0
0	0	127244	98606	9400	1	0	0	0	0	0	0	0	0
0	0	127098	98978	9400	1	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
A313	1	133159	97480	9400	1	0	0	0	A313D1	129391	93110	9400	3
0	0	133814	95804	9400	1	0	0	0	0	0	0	0	0
0	0	132416	95258	9400	1	0	0	0	0	0	0	0	0
0	0	133071	93581	9400	1	0	0	0	0	0	0	0	0
0	0	129718	92272	9400	1	0	0	0	0	0	0	0	0
0	0	129572	92644	9400	3	0	0	0	0	0	0	0	0
0	0	129209	93576	9400	1	0	0	0	0	0	0	0	0
0	0	128408	95625	9400	1	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
A315	1	135211	96349	9400	1	0	0	0	A315D1	130737	89663	9400	3
0	0	137175	91320	9400	1	0	0	0	0	0	0	0	0
0	0	131028	88918	9400	1	0	0	0	0	0	0	0	0
0	0	130919	89198	9400	3	0	0	0	0	0	0	0	0
0	0	130555	90129	9400	1	0	0	0	0	0	0	0	0
0	0	129718	92272	9400	1	0	0	0	0	0	0	0	0
0	0	133071	93581	9400	1	0	0	0	0	0	0	0	0
0	0	132416	95258	9400	1	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
A317	1	137175	91320	9400	1	0	0	0	A317D1	131319	88173	9400	3
0	0	138485	87966	9400	1	0	0	0	0	0	0	0	0
0	0	132338	85565	9400	1	0	0	0	0	0	0	0	0
0	0	131501	87707	9400	3	0	0	0	0	0	0	0	0
0	0	131137	88639	9400	1	0	0	0	0	0	0	0	0
0	0	131028	88918	9400	1	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
A319	1	138485	87966	9400	1	0	0	0	A319D1	133356	82957	9400	3
0	0	139795	84613	9400	1	0	0	0	0	0	0	0	0
0	0	133647	82212	9400	1	0	0	0	0	0	0	0	0
0	0	133538	82491	9400	3	0	0	0	0	0	0	0	0
0	0	133174	83423	9400	1	0	0	0	0	0	0	0	0
0	0	132338	85565	9400	1	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
A321	1	139795	84613	9400	1	0	0	0	A321D1	133938	81467	9400	3
0	0	141760	79583	9400	1	0	0	0	0	0	0	0	0
0	0	137568	77946	9400	1	0	0	0	0	0	0	0	0
0	0	136913	79622	9400	1	0	0	0	0	0	0	0	0
0	0	134957	78858	9400	1	0	0	0	0	0	0	0	0
0	0	134120	81001	9400	3	0	0	0	0	0	0	0	0
0	0	133757	81932	9400	1	0	0	0	0	0	0	0	0
0	0	133647	82212	9400	1	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
A325	1	143637	70654	9400	1	0	0	0	A325D1	139214	67960	9400	3
0	0	144947	67301	9400	1	0	0	0	0	0	0	0	0
0	0	140196	65445	9400	1	0	0	0	0	0	0	0	0
0	0	139396	67495	9400	3	0	0	0	0	0	0	0	0
0	0	139032	68426	9400	1	0	0	0	0	0	0	0	0
0	0	138887	68799	9400	1	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
A327	1	144947	67301	9400	1	0	0	0	A327D1	141179	62930	9400	3
0	0	146257	63948	9400	1	0	0	0	0	0	0	0	0
0	0	141506	62092	9400	1	0	0	0	0	0	0	0	0
0	0	141361	62465	9400	3	0	0	0	0	0	0	0	0
0	0	140997	63396	9400	1	0	0	0	0	0	0	0	0
0	0	140196	65445	9400	1	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
W3A1	1	141506	62092	9400	1	0	0	0	W3A1D1	141888	61114	9400	3
0	0	142531	62492	9400	1	0	0	0	0	0	0	0	0
0	0	143295	60536	9400	1	0	0	0	0	0	0	0	0
0	0	142270	60136	9400	3	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
T3A2	1	146257	63948	9400	1	0	0	0	T3A2D1	142434	59717	9400	3
0	0	147675	60315	9400	1	0	0	0	0	0	0	0	0
0	0	142925	58459	9400	1	0	0	0	0	0	0	0	0
0	0	142598	59298	9400	3	0	0	0	0	0	0	0	0
0	0	142270	60136	9400	1	0	0	0	0	0	0	0	0
0	0	143295	60536	9400	1	0	0	0	0	0	0	0	0
0	0	142531	62492	9400	1	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
T3A1	1	147675	60315	9400	1	0	0	0	T3A1D1	143550	56859	9400	3
0	0	148876	57141	9400	1	0	0	0	0	0	0	0	0
0	0	143859	56067	9400	1	0	0	0	0	0	0	0	0
0	0	143714	56440	9400	3	0	0	0	0	0	0	0	0
0	0	143386	57278	9400	1	0	0	0	0	0	0	0	0
0	0	142925	58459	9400	1	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
A302	1	119903	111627	9400	1	0	0	0	A302D1	120158	110975	9400	3
0	0	119976	111441	9400	3	0	0	0	0	0	0	0	0
0	0	120340	110509	9400	1	0	0	0	0	0	0	0	0
0	0	121213	108274	9400	1	0	0	0	0	0	0	0	0
0	0	116463	106418	9400	1	0	0	0	0	0	0	0	0
0	0	115153	109772	9400	1	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
A304	1	121213	108274	9400	1	0	0	0	A304D1	122195	105759	9400	3
0	0	122013	106225	9400	3	0	0	0	0	0	0	0	0
0	0	122377	105293	9400	1	0	0	0	0	0	0	0	0
0	0	122523	104921	9400	1	0	0	0	0	0	0	0	0
0	0	117772	103065	9400	1	0	0	0	0	0	0	0	0
0	0	116463	106418	9400	1	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
A306	1	122523	104921	9400	1	0	0	0	A306D1	122850	104082	9400	3
0	0	122668	104548	9400	3	0	0	0	0	0	0	0	0
0	0	123032	103617	9400	1	0	0	0	0	0	0	0	0
0	0	123833	101567	9400	1	0	0	0	0	0	0	0	0
0	0	119082	99712	9400	1	0	0	0	0	0	0	0	0
0	0	117772	103065	9400	1	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
A308	1	123833	101567	9400	1	0	0	0	A308D1	124815	99052	9400	3
0	0	124633	99518	9400	3	0	0	0	0	0	0	0	0
0	0	124997	98587	9400	1	0	0	0	0	0	0	0	0
0	0	125142	98214	9400	1	0	0	0	0	0	0	0	0
0	0	120392	96359	9400	1	0	0	0	0	0	0	0	0
0	0	119082	99712	9400	1	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
A310	1	125142	98214	9400	1	0	0	0	A310D1	125470	97376	9400	3
0	0	125288	97841	9400	3	0	0	0	0	0	0	0	0
0	0	125652	96910	9400	1	0	0	0	0	0	0	0	0
0	0	126452	94861	9400	1	0	0	0	0	0	0	0	0
0	0	121702	93005	9400	1	0	0	0	0	0	0	0	0
0	0	120392	96359	9400	1	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
A312	1	126452	94861	9400	1	0	0	0	A312D1	127434	92346	9400	3
0	0	127253	92812	9400	3	0	0	0	0	0	0	0	0
0	0	127616	91880	9400	1	0	0	0	0	0	0	0	0
0	0	127762	91507	9400	1	0	0	0	0	0	0	0	0
0	0	123011	89652	9400	1	0	0	0	0	0	0	0	0
0	0	121702	93005	9400	1	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
A314	1	127762	91507	9400	1	0	0	0	A314D1	128089	90669	9400	3
0	0	127907	91135	9400	3	0	0	0	0	0	0	0	0
0	0	128271	90203	9400	1	0	0	0	0	0	0	0	0
0	0	129072	88154	9400	1	0	0	0	0	0	0	0	0
0	0	124321	86299	9400	1	0	0	0	0	0	0	0	0
0	0	123011	89652	9400	1	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
A316	1	129072	88154	9400	1	0	0	0	A316D1	130054	85639	9400	3
0	0	129872	86105	9400	3	0	0	0	0	0	0	0	0
0	0	130236	85174	9400	1	0	0	0	0	0	0	0	0
0	0	130382	84801	9400	1	0	0	0	0	0	0	0	0
0	0	125631	82945	9400	1	0	0	0	0	0	0	0	0
0	0	124321	86299	9400	1	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
A318	1	130382	84801	9400	1	0	0	0	A318D1	130709	83963	9400	3
0	0	130527	84428	9400	3	0	0	0	0	0	0	0	0
0	0	130891	83497	9400	1	0	0	0	0	0	0	0	0
0	0	131691	81448	9400	1	0	0	0	0	0	0	0	0
0	0	126941	79592	9400	1	0	0	0	0	0	0	0	0
0	0	125631	82945	9400	1	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
A320	1	131691	81448	9400	1	0	0	0	A320D1	133183	77629	9400	3
0	0	133001	78094	9400	3	0	0	0	0	0	0	0	0
0	0	133365	77163	9400	1	0	0	0	0	0	0	0	0
0	0	133438	76977	9400	1	0	0	0	0	0	0	0	0
0	0	128687	75212	9400	1	0	0	0	0	0	0	0	0
0	0	126941	79592	9400	1	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
A322	1	134311	74741	9400	1	0	0	0	A322D1	135293	72226	9400	3
0	0	135111	72692	9400	3	0	0	0	0	0	0	0	0
0	0	135475	71760	9400	1	0	0	0	0	0	0	0	0
0	0	135621	71388	9400	1	0	0	0	0	0	0	0	0
0	0	130870	69532	9400	1	0	0	0	0	0	0	0	0
0	0	129560	72886	9400	1	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
A323	1	135621	71388	9400	1	0	0	0	A323D1	136603	68873	9400	3
0	0	136421	69339	9400	3	0	0	0	0	0	0	0	0
0	0	136785	68407	9400	1	0	0	0	0	0	0	0	0
0	0	136930	68035	9400	1	0	0	0	0	0	0	0	0
0	0	132180	66179	9400	1	0	0	0	0	0	0	0	0
0	0	130870	69532	9400	1	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
A324	1	136930	68035	9400	1	0	0	0	A324D1	137913	65520	9400	3
0	0	137731	65985	9400	3	0	0	0	0	0	0	0	0
0	0	138095	65054	9400	1	0	0	0	0	0	0	0	0
0	0	138240	64681	9400	1	0	0	0	0	0	0	0	0
0	0	133490	62826	9400	1	0	0	0	0	0	0	0	0
0	0	132180	66179	9400	1	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
A326	1	138240	64681	9400	1	0	0	0	A326D1	138568	63843	9400	3
0	0	138386	64309	9400	3	0	0	0	0	0	0	0	0
0	0	138750	63377	9400	1	0	0	0	0	0	0	0	0
0	0	139550	61328	9400	1	0	0	0	0	0	0	0	0
0	0	134800	59472	9400	1	0	0	0	0	0	0	0	0
0	0	133490	62826	9400	1	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
A328	1	139550	61328	9400	1	0	0	0	A328D1	139877	60490	9400	3
0	0	139696	60955	9400	3	0	0	0	0	0	0	0	0
0	0	140059	60024	9400	1	0	0	0	0	0	0	0	0
0	0	141794	55584	9400	1	0	0	0	0	0	0	0	0
0	0	136777	54410	9400	1	0	0	0	0	0	0	0	0
0	0	134800	59472	9400	1	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
T3B2	1	97900	112000	10400	1	0	0	0	T3B2D1	91300	111200	10400	3
0	0	97900	109200	10400	1	0	0	0	0	0	0	0	0
0	0	91300	109200	10400	1	0	0	0	0	0	0	0	0
0	0	91300	110750	10400	3	0	0	0	0	0	0	0	0
0	0	91300	111650	10400	1	0	0	0	0	0	0	0	0
0	0	91300	112000	10400	1	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
T3B1	1	97900	109200	10400	1	0	0	0	T3B1D1	91300	107200	10400	3
0	0	97900	106400	10400	1	0	0	0	0	0	0	0	0
0	0	91300	106400	10400	1	0	0	0	0	0	0	0	0
0	0	91300	106750	10400	3	0	0	0	0	0	0	0	0
0	0	91300	107650	10400	1	0	0	0	0	0	0	0	0
0	0	91300	109200	10400	1	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
B301	1	97900	106400	10400	1	0	0	0	B301D1	91300	105400	10400	3
0	0	97900	95200	10400	1	0	0	0	B301D2	91300	96147	10400	0
0	0	91300	95200	10400	1	0	0	0	0	0	0	0	0
0	0	91300	95597	10400	3	0	0	0	0	0	0	0	0
0	0	91300	96697	10400	1	0	0	0	0	0	0	0	0
0	0	91300	104850	10400	3	0	0	0	0	0	0	0	0
0	0	91300	105950	10400	1	0	0	0	0	0	0	0	0
0	0	91300	106400	10400	1	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
B305	1	97900	95200	10400	1	0	0	0	B305D1	91300	94247	10400	0
0	0	97900	84000	10400	1	0	0	0	B305D2	91300	84950	10400	0
0	0	91300	84000	10400	1	0	0	0	0	0	0	0	0
0	0	91300	84400	10400	3	0	0	0	0	0	0	0	0
0	0	91300	85500	10400	1	0	0	0	0	0	0	0	0
0	0	91300	93697	10400	3	0	0	0	0	0	0	0	0
0	0	91300	94797	10400	1	0	0	0	0	0	0	0	0
0	0	91300	95200	10400	1	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
B307	1	97900	84000	10400	1	0	0	0	B307D1	91300	83050	10400	0
0	0	97900	72800	10400	1	0	0	0	B307D2	91300	73750	10400	0
0	0	91300	72800	10400	1	0	0	0	0	0	0	0	0
0	0	91300	73200	10400	3	0	0	0	0	0	0	0	0
0	0	91300	74300	10400	1	0	0	0	0	0	0	0	0
0	0	91300	82500	10400	3	0	0	0	0	0	0	0	0
0	0	91300	83600	10400	1	0	0	0	0	0	0	0	0
0	0	91300	84000	10400	1	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
B309	1	97900	61600	10400	1	0	0	0	B309D1	91300	60600	10400	3
0	0	97900	50400	10400	1	0	0	0	B309D2	91300	53400	10400	0
0	0	91300	50400	10400	1	0	0	0	0	0	0	0	0
0	0	91300	52900	10400	3	0	0	0	0	0	0	0	0
0	0	91300	53900	10400	1	0	0	0	0	0	0	0	0
0	0	91300	60000	10400	3	0	0	0	0	0	0	0	0
0	0	91300	61200	10400	1	0	0	0	0	0	0	0	0
0	0	91300	61600	10400	1	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
B302	1	88600	117600	10400	1	0	0	0	B302D1	88600	112900	10400	3
0	0	88600	113400	10400	3	0	0	0	0	0	0	0	0
0	0	88600	112400	10400	1	0	0	0	0	0	0	0	0
0	0	88600	112000	10400	1	0	0	0	0	0	0	0	0
0	0	82000	112000	10400	1	0	0	0	0	0	0	0	0
0	0	82000	117600	10400	1	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
B303	1	88600	112000	10400	1	0	0	0	B303D1	88600	111050	10400	3
0	0	88600	111600	10400	3	0	0	0	B303D2	88600	101750	10400	0
0	0	88600	110500	10400	1	0	0	0	0	0	0	0	0
0	0	88600	102300	10400	3	0	0	0	0	0	0	0	0
0	0	88600	101200	10400	1	0	0	0	0	0	0	0	0
0	0	88600	100800	10400	1	0	0	0	0	0	0	0	0
0	0	82000	100800	10400	1	0	0	0	0	0	0	0	0
0	0	82000	112000	10400	1	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
B304	1	88600	100800	10400	1	0	0	0	B304D1	88600	99850	10400	3
0	0	88600	100400	10400	3	0	0	0	B304D2	88600	90550	10400	0
0	0	88600	99300	10400	1	0	0	0	0	0	0	0	0
0	0	88600	91100	10400	3	0	0	0	0	0	0	0	0
0	0	88600	90000	10400	1	0	0	0	0	0	0	0	0
0	0	88600	89600	10400	1	0	0	0	0	0	0	0	0
0	0	82000	89600	10400	1	0	0	0	0	0	0	0	0
0	0	82000	100800	10400	1	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
B306	1	88600	89600	10400	1	0	0	0	B306D1	88600	88650	10400	3
0	0	88600	89200	10400	3	0	0	0	B306D2	88600	79350	10400	0
0	0	88600	88100	10400	1	0	0	0	0	0	0	0	0
0	0	88600	79900	10400	3	0	0	0	0	0	0	0	0
0	0	88600	78800	10400	1	0	0	0	0	0	0	0	0
0	0	88600	78400	10400	1	0	0	0	0	0	0	0	0
0	0	82000	78400	10400	1	0	0	0	0	0	0	0	0
0	0	82000	89600	10400	1	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
B308	1	88600	78400	10400	1	0	0	0	B308D1	88600	77450	10400	3
0	0	88600	78000	10400	3	0	0	0	B308D2	88600	68450	10400	0
0	0	88600	76900	10400	1	0	0	0	0	0	0	0	0
0	0	88600	69000	10400	3	0	0	0	0	0	0	0	0
0	0	88600	67900	10400	1	0	0	0	0	0	0	0	0
0	0	88600	67200	10400	1	0	0	0	0	0	0	0	0
0	0	82000	67200	10400	1	0	0	0	0	0	0	0	0
0	0	82000	78400	10400	1	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
B310	1	88600	61600	10400	1	0	0	0	B310D1	88600	60600	10400	3
0	0	88600	61200	10400	3	0	0	0	B310D2	88600	51400	10400	0
0	0	88600	60000	10400	1	0	0	0	0	0	0	0	0
0	0	88600	52000	10400	3	0	0	0	0	0	0	0	0
