区域号	区域类型	X坐标	Y坐标	Z坐标	线段类型	圆心X	圆心Y	圆心Z	节点	节点X坐标	节点Y坐标	节点Z坐标	楼层
0	0	117772	103065	12800	1	0	0	0	0	0	0	0	0
0	0	122523	104921	12800	1	0	0	0	0	0	0	0	0
0	0	122668	104548	12800	3	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
A407	1	125934	101959	12800	1	0	0	0	A407D1	126116	101493	12800	4
0	0	125789	102331	12800	1	0	0	0	0	0	0	0	0
0	0	130539	104187	12800	1	0	0	0	0	0	0	0	0
0	0	131849	100834	12800	1	0	0	0	0	0	0	0	0
0	0	127098	98978	12800	1	0	0	0	0	0	0	0	0
0	0	126298	101027	12800	3	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
A408	1	124997	98587	12800	1	0	0	0	A408D1	124815	99052	12800	4
0	0	125142	98214	12800	1	0	0	0	0	0	0	0	0
0	0	120392	96359	12800	1	0	0	0	0	0	0	0	0
0	0	119082	99712	12800	1	0	0	0	0	0	0	0	0
0	0	123833	101567	12800	1	0	0	0	0	0	0	0	0
0	0	124633	99518	12800	3	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
A409	1	127244	98606	12800	1	0	0	0	A409D1	127426	98140	12800	4
0	0	127098	98978	12800	1	0	0	0	0	0	0	0	0
0	0	131849	100834	12800	1	0	0	0	0	0	0	0	0
0	0	133159	97480	12800	1	0	0	0	0	0	0	0	0
0	0	128408	95625	12800	1	0	0	0	0	0	0	0	0
0	0	127608	97674	12800	3	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
A410	1	125652	96910	12800	1	0	0	0	A410D1	125470	97376	12800	4
0	0	126452	94861	12800	1	0	0	0	0	0	0	0	0
0	0	121702	93005	12800	1	0	0	0	0	0	0	0	0
0	0	120392	96359	12800	1	0	0	0	0	0	0	0	0
0	0	125142	98214	12800	1	0	0	0	0	0	0	0	0
0	0	125288	97841	12800	3	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
A411	1	128517	95345	12800	1	0	0	0	A411D1	128699	94880	12800	4
0	0	128408	95625	12800	1	0	0	0	A411D2	130082	91340	12800	0
0	0	131762	96935	12800	1	0	0	0	0	0	0	0	0
0	0	133726	91905	12800	1	0	0	0	0	0	0	0	0
0	0	130373	90595	12800	1	0	0	0	0	0	0	0	0
0	0	130264	90874	12800	3	0	0	0	0	0	0	0	0
0	0	129900	91806	12800	1	0	0	0	0	0	0	0	0
0	0	128881	94414	12800	3	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
A412	1	127616	91880	12800	1	0	0	0	A412D1	127434	92346	12800	4
0	0	127762	91507	12800	1	0	0	0	0	0	0	0	0
0	0	123011	89652	12800	1	0	0	0	0	0	0	0	0
0	0	121702	93005	12800	1	0	0	0	0	0	0	0	0
0	0	126452	94861	12800	1	0	0	0	0	0	0	0	0
0	0	127253	92812	12800	3	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
A413	1	130482	90315	12800	1	0	0	0	A413D1	130664	89850	12800	4
0	0	130373	90595	12800	1	0	0	0	0	0	0	0	0
0	0	133726	91905	12800	1	0	0	0	0	0	0	0	0
0	0	135473	87434	12800	1	0	0	0	0	0	0	0	0
0	0	132119	86124	12800	1	0	0	0	0	0	0	0	0
0	0	130846	89384	12800	3	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
A414	1	128271	90203	12800	1	0	0	0	A414D1	128098	90669	12800	4
0	0	129072	88154	12800	1	0	0	0	0	0	0	0	0
0	0	124321	86299	12800	1	0	0	0	0	0	0	0	0
0	0	123011	89652	12800	1	0	0	0	0	0	0	0	0
0	0	127762	91507	12800	1	0	0	0	0	0	0	0	0
0	0	127907	91135	12800	3	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
A415	1	133393	82864	12800	1	0	0	0	A415D1	133575	82398	12800	4
0	0	132119	86124	12800	1	0	0	0	0	0	0	0	0
0	0	135473	87434	12800	1	0	0	0	0	0	0	0	0
0	0	137219	82963	12800	1	0	0	0	0	0	0	0	0
0	0	133866	81653	12800	1	0	0	0	0	0	0	0	0
0	0	133757	81932	12800	3	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
A416	1	130236	85174	12800	1	0	0	0	A416D1	130054	85639	12800	4
0	0	130382	84801	12800	1	0	0	0	0	0	0	0	0
0	0	125631	82945	12800	1	0	0	0	0	0	0	0	0
0	0	124321	86299	12800	1	0	0	0	0	0	0	0	0
0	0	129072	88154	12800	1	0	0	0	0	0	0	0	0
0	0	129872	86105	12800	3	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
A417	1	133975	81373	12800	1	0	0	0	A417D1	134157	80908	12800	4
0	0	133866	81653	12800	1	0	0	0	A417D2	135976	76250	12800	0
0	0	137219	82963	12800	1	0	0	0	0	0	0	0	0
0	0	139620	76815	12800	1	0	0	0	0	0	0	0	0
0	0	136267	75505	12800	1	0	0	0	0	0	0	0	0
0	0	136158	75785	12800	3	0	0	0	0	0	0	0	0
0	0	135794	76716	12800	1	0	0	0	0	0	0	0	0
0	0	134339	80442	12800	3	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
A418	1	130891	83497	12800	1	0	0	0	A418D1	130709	83963	12800	4
0	0	131691	81448	12800	1	0	0	0	0	0	0	0	0
0	0	126941	79592	12800	1	0	0	0	0	0	0	0	0
0	0	125631	82945	12800	1	0	0	0	0	0	0	0	0
0	0	130382	84801	12800	1	0	0	0	0	0	0	0	0
0	0	130527	84428	12800	3	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
A419	1	132928	78281	12800	1	0	0	0	A419D1	132746	78746	12800	4
0	0	133001	78094	12800	1	0	0	0	0	0	0	0	0
0	0	128251	76239	12800	1	0	0	0	0	0	0	0	0
0	0	126941	79592	12800	1	0	0	0	0	0	0	0	0
0	0	131691	81448	12800	1	0	0	0	0	0	0	0	0
0	0	132564	79212	12800	3	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
A420	1	135475	71760	12800	1	0	0	0	A420D1	135293	72226	12800	4
0	0	135621	71388	12800	1	0	0	0	0	0	0	0	0
0	0	130870	69532	12800	1	0	0	0	0	0	0	0	0
0	0	129560	72886	12800	1	0	0	0	0	0	0	0	0
0	0	134311	74741	12800	1	0	0	0	0	0	0	0	0
0	0	135111	72692	12800	3	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
A421	1	136785	68407	12800	1	0	0	0	A421D1	136603	68873	12800	4
0	0	136930	68035	12800	1	0	0	0	0	0	0	0	0
0	0	132180	66179	12800	1	0	0	0	0	0	0	0	0
0	0	130870	69532	12800	1	0	0	0	0	0	0	0	0
0	0	135621	71388	12800	1	0	0	0	0	0	0	0	0
0	0	136421	69339	12800	3	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
A422	1	138095	65054	12800	1	0	0	0	A422D1	137913	65520	12800	4
0	0	138240	64681	12800	1	0	0	0	0	0	0	0	0
0	0	133490	62826	12800	1	0	0	0	0	0	0	0	0
0	0	132180	66179	12800	1	0	0	0	0	0	0	0	0
0	0	136930	68035	12800	1	0	0	0	0	0	0	0	0
0	0	137731	65985	12800	3	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
A423	1	139032	68426	12800	1	0	0	0	A423D1	139214	67960	12800	4
0	0	138887	68799	12800	1	0	0	0	0	0	0	0	0
0	0	143637	70654	12800	1	0	0	0	0	0	0	0	0
0	0	144947	67301	12800	1	0	0	0	0	0	0	0	0
0	0	140191	65445	12800	1	0	0	0	0	0	0	0	0
0	0	139396	67495	12800	3	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
A424	1	138750	63377	12800	1	0	0	0	A424D1	138568	63843	12800	4
0	0	139550	61328	12800	1	0	0	0	0	0	0	0	0
0	0	134800	59472	12800	1	0	0	0	0	0	0	0	0
0	0	133490	62826	12800	1	0	0	0	0	0	0	0	0
0	0	138240	64681	12800	1	0	0	0	0	0	0	0	0
0	0	138386	64309	12800	3	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
A425	1	140997	63396	12800	1	0	0	0	A425D1	141179	62930	12800	4
0	0	140196	65445	12800	1	0	0	0	0	0	0	0	0
0	0	144947	67301	12800	1	0	0	0	0	0	0	0	0
0	0	146257	63948	12800	1	0	0	0	0	0	0	0	0
0	0	141506	62092	12800	1	0	0	0	0	0	0	0	0
0	0	141361	62465	12800	3	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
A426	1	140059	60024	12800	1	0	0	0	A426D1	139877	60490	12800	4
0	0	141794	55584	12800	1	0	0	0	0	0	0	0	0
0	0	136777	54410	12800	1	0	0	0	0	0	0	0	0
0	0	134800	59472	12800	1	0	0	0	0	0	0	0	0
0	0	139550	61328	12800	1	0	0	0	0	0	0	0	0
0	0	139696	60955	12800	3	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
T4A1	1	143386	57278	12800	1	0	0	0	T4A1D1	143550	56859	12800	4
0	0	142925	58459	12800	1	0	0	0	0	0	0	0	0
0	0	147675	60315	12800	1	0	0	0	0	0	0	0	0
0	0	148876	57241	12800	1	0	0	0	0	0	0	0	0
0	0	143859	56067	12800	1	0	0	0	0	0	0	0	0
0	0	143714	56440	12800	3	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
T4A2	1	142270	60136	12800	1	0	0	0	T4A2D1	142434	59717	12800	4
0	0	143295	60536	12800	1	0	0	0	0	0	0	0	0
0	0	142531	62492	12800	1	0	0	0	0	0	0	0	0
0	0	146257	63948	12800	1	0	0	0	0	0	0	0	0
0	0	147675	60315	12800	1	0	0	0	0	0	0	0	0
0	0	142925	58459	12800	1	0	0	0	0	0	0	0	0
0	0	142598	59298	12800	3	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
W4A1	1	141506	62092	12800	1	0	0	0	W4A1D1	141888	61114	12800	4
0	0	142531	62492	12800	1	0	0	0	0	0	0	0	0
0	0	143295	60536	12800	1	0	0	0	0	0	0	0	0
0	0	142270	60136	12800	3	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
B401	1	91300	105950	14600	1	0	0	0	B401D1	91300	105400	14600	4
0	0	91300	106400	14600	1	0	0	0	B401D2	91300	96147	14600	0
0	0	97900	106400	14600	1	0	0	0	0	0	0	0	0
0	0	97900	95200	14600	1	0	0	0	0	0	0	0	0
0	0	91300	95197	14600	1	0	0	0	0	0	0	0	0
0	0	91300	95597	14600	3	0	0	0	0	0	0	0	0
0	0	91300	96697	14600	1	0	0	0	0	0	0	0	0
0	0	91300	104850	14600	3	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
B402	1	88600	101200	14600	1	0	0	0	B402D1	88600	101750	14600	4
0	0	88600	100800	14600	1	0	0	0	B402D2	88600	111050	14600	0
0	0	82000	100800	14600	1	0	0	0	0	0	0	0	0
0	0	82000	112000	14600	1	0	0	0	0	0	0	0	0
0	0	88600	112000	14600	1	0	0	0	0	0	0	0	0
0	0	88600	111600	14600	3	0	0	0	0	0	0	0	0
0	0	88600	110500	14600	1	0	0	0	0	0	0	0	0
0	0	88600	102300	14600	3	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
B403	1	91300	94797	14600	1	0	0	0	B403D1	91300	94247	14600	4
0	0	91300	95197	14600	1	0	0	0	B403D2	91300	84950	14600	0
0	0	97900	95197	14600	1	0	0	0	0	0	0	0	0
0	0	97900	84000	14600	1	0	0	0	0	0	0	0	0
0	0	91300	84000	14600	1	0	0	0	0	0	0	0	0
0	0	91300	84400	14600	3	0	0	0	0	0	0	0	0
0	0	91300	85500	14600	1	0	0	0	0	0	0	0	0
0	0	91300	93697	14600	3	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
B404	1	88600	90000	14600	1	0	0	0	B404D1	88600	90550	14600	4
0	0	88600	89600	14600	1	0	0	0	B404D2	88600	99850	14600	0
0	0	82000	89600	14600	1	0	0	0	0	0	0	0	0
0	0	82000	100800	14600	1	0	0	0	0	0	0	0	0
0	0	88600	100800	14600	1	0	0	0	0	0	0	0	0
0	0	88600	100400	14600	3	0	0	0	0	0	0	0	0
0	0	88600	99300	14600	1	0	0	0	0	0	0	0	0
0	0	88600	91100	14600	3	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
B405	1	91300	83600	14600	1	0	0	0	B405D1	91300	83050	14600	4
0	0	91300	84000	14600	1	0	0	0	B405D2	91300	73750	14600	0
0	0	97900	84000	14600	1	0	0	0	0	0	0	0	0
0	0	97900	72800	14600	1	0	0	0	0	0	0	0	0
0	0	91300	72800	14600	1	0	0	0	0	0	0	0	0
0	0	91300	73200	14600	3	0	0	0	0	0	0	0	0
0	0	91300	74300	14600	1	0	0	0	0	0	0	0	0
0	0	91300	82500	14600	3	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
B406	1	88600	78800	14600	1	0	0	0	B406D1	88600	79350	14600	4
0	0	88600	78400	14600	1	0	0	0	B406D2	88600	88650	14600	0
0	0	82000	78400	14600	1	0	0	0	0	0	0	0	0
0	0	82000	89600	14600	1	0	0	0	0	0	0	0	0
0	0	88600	89600	14600	1	0	0	0	0	0	0	0	0
0	0	88600	89200	14600	3	0	0	0	0	0	0	0	0
0	0	88600	88100	14600	1	0	0	0	0	0	0	0	0
0	0	88600	79900	14600	3	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
B407	1	88600	67900	14600	1	0	0	0	B4074D1	88600	68450	14600	4
0	0	88600	67200	14600	1	0	0	0	B4074D2	88600	77450	14600	0
0	0	82000	67200	14600	1	0	0	0	0	0	0	0	0
0	0	82000	78400	14600	1	0	0	0	0	0	0	0	0
0	0	88600	78400	14600	1	0	0	0	0	0	0	0	0
0	0	88600	78000	14600	3	0	0	0	0	0	0	0	0
0	0	88600	76900	14600	1	0	0	0	0	0	0	0	0
0	0	88600	69000	14600	3	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
B408	1	88600	50800	14600	1	0	0	0	B408D1	88600	51350	14600	4
0	0	88600	50400	14600	1	0	0	0	B408D2	88600	60621	14600	0
0	0	82000	50400	14600	1	0	0	0	0	0	0	0	0
0	0	82000	61600	14600	1	0	0	0	0	0	0	0	0
0	0	88600	61600	14600	1	0	0	0	0	0	0	0	0
0	0	88600	61171	14600	3	0	0	0	0	0	0	0	0
0	0	88600	60071	14600	1	0	0	0	0	0	0	0	0
0	0	88600	51900	14600	3	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
B409	1	91300	61201	14600	1	0	0	0	B409D1	91300	60651	14600	4
0	0	91300	61600	14600	1	0	0	0	B409D2	91300	51350	14600	0
0	0	97900	61600	14600	1	0	0	0	0	0	0	0	0
0	0	97900	50400	14600	1	0	0	0	0	0	0	0	0
0	0	91300	50400	14600	1	0	0	0	0	0	0	0	0
0	0	91300	50800	14600	3	0	0	0	0	0	0	0	0
0	0	91300	51900	14600	1	0	0	0	0	0	0	0	0
0	0	91300	60101	14600	3	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
B410	1	88600	48900	14600	1	0	0	0	B410D1	88600	49450	14600	4
0	0	88600	43303	14600	1	0	0	0	0	0	0	0	0
0	0	82000	41533	14600	1	0	0	0	0	0	0	0	0
0	0	82000	50400	14600	1	0	0	0	0	0	0	0	0
0	0	88600	50400	14600	1	0	0	0	0	0	0	0	0
0	0	88600	50000	14600	3	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
T4B1	1	91300	107650	14600	1	0	0	0	T4B1D1	91300	107200	14600	4
0	0	91300	109200	14600	1	0	0	0	0	0	0	0	0
0	0	97900	109200	14600	1	0	0	0	0	0	0	0	0
0	0	97900	106400	14600	1	0	0	0	0	0	0	0	0
0	0	91300	106400	14600	1	0	0	0	0	0	0	0	0
0	0	91300	106750	14600	3	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
T4B2	1	91300	111650	14600	1	0	0	0	T4B2D1	91300	111200	14600	4
0	0	91300	112000	14600	1	0	0	0	0	0	0	0	0
0	0	97900	112000	14600	1	0	0	0	0	0	0	0	0
0	0	97900	109200	14600	1	0	0	0	0	0	0	0	0
0	0	91300	109200	14600	1	0	0	0	0	0	0	0	0
0	0	91300	110750	14600	3	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
C400	1	54500	111600	14600	1	0	0	0	C400D1	54500	111050	14600	4
0	0	54500	112000	14600	1	0	0	0	0	0	0	0	0
0	0	61100	112000	14600	1	0	0	0	0	0	0	0	0
0	0	61100	106400	14600	1	0	0	0	0	0	0	0	0
0	0	54500	106400	14600	1	0	0	0	0	0	0	0	0
0	0	54500	110500	14600	3	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
C401	1	54500	102300	14600	1	0	0	0	C401D1	54500	101750	14600	4
0	0	54500	106400	14600	1	0	0	0	0	0	0	0	0
0	0	61100	106400	14600	1	0	0	0	0	0	0	0	0
0	0	61100	100800	14600	1	0	0	0	0	0	0	0	0
0	0	54500	100800	14600	1	0	0	0	0	0	0	0	0
0	0	54500	101200	14600	3	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
C402	1	51800	101200	14600	1	0	0	0	C402D1	51800	101750	14600	4
0	0	51800	100800	14600	1	0	0	0	C402D2	51800	111050	14600	0
0	0	45200	100800	14600	1	0	0	0	0	0	0	0	0
0	0	45200	112000	14600	1	0	0	0	0	0	0	0	0
0	0	51800	112000	14600	1	0	0	0	0	0	0	0	0
0	0	51800	111600	14600	3	0	0	0	0	0	0	0	0
0	0	51800	110500	14600	1	0	0	0	0	0	0	0	0
0	0	51800	102300	14600	3	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
C403	1	54500	100391	14600	1	0	0	0	C403D1	54500	99841	14600	4
0	0	54500	100800	14600	1	0	0	0	C403D2	54500	90550	0	0
0	0	61100	100800	14600	1	0	0	0	0	0	0	0	0
0	0	61100	89600	14600	1	0	0	0	0	0	0	0	0
0	0	54500	89600	14600	1	0	0	0	0	0	0	0	0
0	0	54500	90000	14600	3	0	0	0	0	0	0	0	0
0	0	54500	91100	14600	1	0	0	0	0	0	0	0	0
0	0	54500	99291	14600	3	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
C404	1	51800	90000	14600	1	0	0	0	C404D1	51800	90550	14600	4
0	0	51800	89600	14600	1	0	0	0	C404D2	51800	99850	14600	0
0	0	45200	89600	14600	1	0	0	0	0	0	0	0	0
0	0	45200	100800	14600	1	0	0	0	0	0	0	0	0
0	0	51800	100800	14600	1	0	0	0	0	0	0	0	0
0	0	51800	100400	14600	3	0	0	0	0	0	0	0	0
0	0	51800	99300	14600	1	0	0	0	0	0	0	0	0
0	0	51800	91100	14600	3	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
C405	1	54500	89200	14600	1	0	0	0	C405D1	54500	88650	14600	4
0	0	54500	89600	14600	1	0	0	0	C405D2	54500	79350	14600	0
0	0	61100	89600	14600	1	0	0	0	0	0	0	0	0
0	0	61100	78400	14600	1	0	0	0	0	0	0	0	0
0	0	54500	78400	14600	1	0	0	0	0	0	0	0	0
0	0	54500	78800	14600	3	0	0	0	0	0	0	0	0
0	0	54500	79900	14600	1	0	0	0	0	0	0	0	0
0	0	54500	88100	14600	3	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
C406	1	51800	78800	14600	1	0	0	0	C406D1	51800	79350	14600	4
0	0	51800	78400	14600	1	0	0	0	C406D2	51800	88650	14600	0
0	0	45200	78400	14600	1	0	0	0	0	0	0	0	0
0	0	45200	89600	14600	1	0	0	0	0	0	0	0	0
0	0	51800	89600	14600	1	0	0	0	0	0	0	0	0
0	0	51800	89200	14600	3	0	0	0	0	0	0	0	0
0	0	51800	88100	14600	1	0	0	0	0	0	0	0	0
0	0	51800	79900	14600	3	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
C407	1	54500	78000	14600	1	0	0	0	C407D1	54500	77450	14600	4
0	0	54500	78400	14600	1	0	0	0	C407D2	54500	68350	14600	0
0	0	61100	78400	14600	1	0	0	0	0	0	0	0	0
0	0	61100	67200	14600	1	0	0	0	0	0	0	0	0
0	0	54500	67200	14600	1	0	0	0	0	0	0	0	0
0	0	54500	67800	14600	3	0	0	0	0	0	0	0	0
0	0	54500	68900	14600	1	0	0	0	0	0	0	0	0
0	0	54500	76900	14600	3	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
C408	1	51800	67800	14600	1	0	0	0	C408D1	51800	68350	14600	4
0	0	51800	67200	14600	1	0	0	0	C408D2	51800	77450	14600	0
0	0	45200	67200	14600	1	0	0	0	0	0	0	0	0
0	0	45200	78400	14600	1	0	0	0	0	0	0	0	0
0	0	51800	78400	14600	1	0	0	0	0	0	0	0	0
0	0	51800	78000	14600	3	0	0	0	0	0	0	0	0
0	0	51800	76900	14600	1	0	0	0	0	0	0	0	0
0	0	51800	68900	14600	3	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
C409	1	54500	60963	14600	1	0	0	0	C409D1	54500	60413	14600	4
0	0	54500	61600	14600	1	0	0	0	C409D2	54500	51350	14600	0
0	0	61100	61600	14600	1	0	0	0	0	0	0	0	0
0	0	61100	50400	14600	1	0	0	0	0	0	0	0	0
0	0	54500	50400	14600	1	0	0	0	0	0	0	0	0
0	0	54500	50800	14600	3	0	0	0	0	0	0	0	0
0	0	54500	51900	14600	1	0	0	0	0	0	0	0	0
0	0	54500	59863	14600	3	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
C410	1	51800	50800	14600	1	0	0	0	C410D1	51800	51350	14600	4
0	0	51800	50400	14600	1	0	0	0	C410D2	51800	60413	14600	0
0	0	45200	50400	14600	1	0	0	0	0	0	0	0	0
0	0	45200	61600	14600	1	0	0	0	0	0	0	0	0
0	0	51800	61600	14600	1	0	0	0	0	0	0	0	0
0	0	51800	60963	14600	3	0	0	0	0	0	0	0	0
0	0	51800	59863	14600	1	0	0	0	0	0	0	0	0
0	0	51800	51900	14600	3	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
C411	1	54500	50000	14600	1	0	0	0	C411D1	54500	49450	14600	4
0	0	54500	50400	14600	1	0	0	0	0	0	0	0	0
0	0	61100	50400	14600	1	0	0	0	0	0	0	0	0
0	0	61100	44800	14600	1	0	0	0	0	0	0	0	0
0	0	54500	44800	14600	1	0	0	0	0	0	0	0	0
0	0	54500	48900	14600	3	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
C412	1	51800	39736	14600	1	0	0	0	C412D1	51800	40286	14600	4
0	0	51800	39336	14600	1	0	0	0	C412D2	51800	49450	14600	0
0	0	45200	39336	14600	1	0	0	0	0	0	0	0	0
0	0	45200	50400	14600	1	0	0	0	0	0	0	0	0
0	0	51800	50400	14600	1	0	0	0	0	0	0	0	0
0	0	51800	50000	14600	3	0	0	0	0	0	0	0	0
0	0	51800	48900	14600	1	0	0	0	0	0	0	0	0
0	0	51800	40836	14600	3	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
T4C1	1	54500	40360	14600	1	0	0	0	T4C1D1	54500	39910	14600	4
0	0	54500	41160	14600	1	0	0	0	0	0	0	0	0
0	0	56300	41160	14600	1	0	0	0	0	0	0	0	0
0	0	56300	42140	14600	1	0	0	0	0	0	0	0	0
0	0	61100	42140	14600	1	0	0	0	0	0	0	0	0
0	0	61100	37856	14600	1	0	0	0	0	0	0	0	0
0	0	54500	36304	14600	1	0	0	0	0	0	0	0	0
0	0	54500	39460	14600	3	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
T4C2	1	54500	44500	14600	1	0	0	0	T4C2D1	54500	44050	14600	4
0	0	54500	44800	14600	1	0	0	0	0	0	0	0	0
0	0	61100	44800	14600	1	0	0	0	0	0	0	0	0
0	0	61100	42140	14600	1	0	0	0	0	0	0	0	0
0	0	56300	42140	14600	1	0	0	0	0	0	0	0	0
0	0	56300	42660	14600	1	0	0	0	0	0	0	0	0
